,prod_name,rating,rating_count,desc,profile,vitolas,Binder,Filler,Flavored,Has Tip,More Details,Origin,Pressed,Profile,Shapes,Sweet,Wrapper,Brand:
1353,Rocky Patel Broadleaf,Rated 4.31 out of 5, Based on 99 Ratings ,"Rocky kicks it up a notch.This new addition to the Rocky Patel family extends the uber-popular Rocky Patel Connecticut line with a richer, more robust offering that’s equally delicious…and equally affordale. Rocky Patel has been delivering delicious boutiques to the masses for years, and with RP Broadleaf, he adds a dark, enchanting profile to his portfolio of wallet-friendly pleasers. A dark, oily, top-grade Connecticut Broadleaf maduro wrapper conceals a hearty blend of Honduran and Nicaraguan long-fillers to create a smooth, complex experience that’s layered with notes of cocoa, espresso, honey, and pepper. Delicious, perfectly made, and yours for a song thanks to your friends at CI.​",Medium,"['Churchill', 'Gordo', 'Robusto', 'Toro']",,"Honduran, Nicaraguan",False,No,More Details,Honduras,No,,"Churchill, Gordo, Robusto, Toro",No,Connecticut Broadleaf,Rocky Patel Cigars
1354,Rocky Patel Cargo,Rated 4.1 out of 5, Based on 536 Ratings ,"Rocky Patel Cargo at must-go prices.​​Never heard of Cargo? Understandable, only Central America has released more brands than Rocky Patel since 2005. Here's the skinny. While Rocky Patel is mostly known for his 90+ rated, award-winning blends, RP also creates a wide profile of wallet-friendly blends that'll please your palate as much as your bank account. Affordable, dependable, and rather delicious, Rocky Patel Cargo is like a cool drink on a hot summer day. Despite Rocky Patel Cargo's modest appearance, this medium-bodied blend delivers full-flavored goodness in spades. ​Nicaraguan tobaccos are carefully combined in Cuban sandwich-style, then hugged by dark and oily Ecuadorian-grown Connecticut wrappers to produce a rich and creamy bouquet. Earth, sweet cedar, leather, and espresso bean linger on the palate just before a sweet series of gentle spices completes each puff. ",Medium,"['Churchill', 'Robusto', 'Toro', 'Torpedo']",,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Robusto, Toro, Torpedo",No,Ecuador Connecticut,Rocky Patel Cigars
1355,Rocky Patel Catch 22,Rated 4.03 out of 5, Based on 29 Ratings ,"Hey slick, here's the catch.If I told you that one of Rocky's new releases was being sold for significantly less than the rest of his lineup, you'd probably ask, ""What's the catch?"" Exactly. Catch Twenty-Two is the latest to don a Rocky Patel band, and it could definitely be sold for more, and probably should be. That's the 'catch'. Clear as mud? Good. Now let's get down to business.Catch Twenty-Two comes outfitted in a flavorful Corojo wrapper, which hugs a core of balanced Honduran and Mexican long-fillers. Medium-bodied and producing abundant notes of cocoa, earth, and spices, along with a hint of sweetness, Catch Twenty-Two is proof big results don't require a big price tag. I just wish my wife saw it the same way....",Medium,"['Double Corona', 'Gordo', 'Rothschild', 'Toro']","Nicaraguan, Sumatra","Dominican, Honduran, Mexican, Nicaraguan",False,No,More Details,Honduras,No,,"Double Corona, Gordo, Rothschild, Toro",No,Corojo,Rocky Patel Cigars
1356,Rocky Patel Catch 22 Connecticut,Rated 4.03 out of 5,,"Heads up – Catch! Who doesn’t love Rocky Patel, am I right? Owner of dozens of 90+ ratings, and a plethora of best-sellign blends, Rocky has it all at this point. The only thing not to love? The price. I mean, seriously, some of these cigars can get up towards the $10-$12 a stick range… a little too rich for my blood. Luckily, a few years back, Rocky introduced the Catch 22 line of premium cigars – designed to give you the signature RP experience without the normal asking price. Today, we check out the second entry in the series: Rocky Patel Catch 22 Connecticut.For Catch 22 Connecticut, Rocky Patel utilizes a mellow but flavorful Shade Grown wrapper leaf. The binder and filler leaves are undisclosed, but let me assure you, it’s a mystery you’ll most certainly enjoy. The lush Ecuadorian Connecticut wrapper leaf offers a gentle, smooth, but incredibly flavorful profile including hints of cedar, sweet spice, and a thick, honey-like sweetness. ",Medium,['Rothschild'],,,False,No,More Details,Honduras,No,,Rothschild,No,Connecticut,Rocky Patel Cigars
1357,Rocky Patel Connecticut,Rated 4.37 out of 5, Based on 471 Ratings ,"A deliciously subtle, exclusive handmade from Rocky Patel cigars.It would be impossible for me to count how many of these I've burned through in the past few months, and I can tell you confidently that those who crave their cigars mellow in body yet long on flavor will go cuckoo for cocoa puffs over the RP Connecticut cigar line. Given the quality, the reasonable price (more on that later), and the pedigree - Patel is the maker of the 95-rated Sun Grown maduro, 94-rated Decade, and many other fan-favorite blends. Suffice to say, I've been extremely excited about this cigar. Subtle, smooth and loaded with crisp, soothing flavors that can satisfy just about any palate, the Connecticut by Rocky Patel is, simply put, another outstanding super premium from one of the hottest makers in the business today. As far as price....you’d probably expect this to be a $7 or $8 cigar. Nah! Instead, a remarkable $4 to $5 per cigar, only at CI.",Mellow,"['Churchill', 'Gordo', 'Robusto', 'Toro', 'Torpedo']",,Honduran,False,No,More Details,Honduras,No,,"Churchill, Gordo, Robusto, Toro, Torpedo",No,Ecuador Connecticut,Rocky Patel Cigars
1358,Rocky Patel Cri-ojo,Rated 4.19 out of 5, Based on 75 Ratings ,"Cri-oh-jo-goodStop me if you’ve heard this one before — Rocky Patel has a new cigar out, and its one fantastic blend. It may be an old song, but it’s a good one, and it’s still true. The newest offering from Rocky Patel, the Cri-ojo, is a tasty morsel of premium caliber. Handmade in Honduras, Cri-ojo is a slow-burning cigar that has tons to offer for any fan of Rocky Patel’s work. Keeping this one standing out from the pack, the wrapper is a fantastically tasty hybrid Havana-seed wrapper that lends Cri-ojo a distinct flavor profile. Rounded out with Honduran and Nicaraguan long-fillers, the RP Cri-ojo delivers earthy notes, charred meat, slight cocoa, and a slightly sweet note. Medium-bodied and unbeatably complex, Cri-ojo is a Rocky that easily deserves a spot in your humidor.​",Medium,"['Churchill', 'Gordo', 'Toro', 'Torpedo']",,"Honduran, Nicaraguan",False,No,More Details,Honduras,No,,"Churchill, Gordo, Toro, Torpedo",No,"Criollo, Honduran",
1359,Rocky Patel Dark Dominican,Rated 4.31 out of 5, Based on 39 Ratings ,"Let me assure you, this Dark story has a happy ending. At this point in his career, you might think Rocky’s done it all, but take a closer glance and you’ll notice a few small blemishes. For instance, he’s never produced a Dominican-made cigar before! Shocking, no? Well, recently Mr. Patel visited the Dominican and he must have liked what he found, since he returned with a tasty new handmade. Rocky has worked with these factories before, but always the Honduras one. They make great cigars, but the Dominican factory is really the flagship one, and this is Rocky’s first venture with the main operation. Maybe you’re familiar with this factory's work — in addition to making the uber-popular Cohiba line, General Cigars and Rocky have worked together on the 90+ rated Rocky Patel Vintage line in the past. Dark Dominican comes from a heralded past to say the least, and once you get one of these weighty Dominican puros in your hand you’ll be more than impressed. Medium-bodied, Dark Dominican delivers leather, nuts, and a slightly sweet cedar, crafting a Dominican selection you can’t miss.​Great news - Rocky Patel Dark Dominican earned an esteemed 91-rating, noting, ""Wearing a dark, near oscuro wrapper, this cigar exhibits a rich, earthy character and caramel sweentness with underlying toastiness. The finish hints of crème brûlée.""",Medium,"['Churchill', 'Corona', 'Robusto']",Dominican,Dominican,False,No,More Details,Dominican Republic,No,,"Churchill, Corona, Robusto",No,Dominican,Rocky Patel Cigars
1360,Rocky Patel Decade Cameroon,Rated 4 out of 5, Based on 2 Ratings ,"The 95-rated Decade gets a brand new bag.Rocky Patel Decade is easily one of the most prolific cigar releases of the last…err…decade. 95-rated, among Cigar Aficionado’s ‘Top 25’ cigars of the years, rated 90+ on over 10 occasions - Rocky Patel Decade’s accolades are seemingly endless. And still, even 6+ years after its release, it is still one of the hottest brands on the market. Because it’s damn good…and it’s about to get better. Enter Rocky Patel Decade Cameroon.While working on new blends at the factory and taste-testing tobaccos, Rocky made a startling discovery. To taste the new crop of Cameroon wrapper they wanted to test it with a control they knew very well. So they passed the Cameroon wrapper overtop Decade’s filler and binder. Instantly, they knew they had something special. A whole new taste profile that might even trump the original. The use of an Authentic Cameroon wrapper leads to a smooth, complex, and very well-balanced profile that’s layered with sweet and smoky notes of wood, caramel, coffee, and roasted nuts. In a word, exceptional. Rocky Patel Decade Cameroon received a well-deserved 90-rating noting: ""Though first puffs of this dark pyramid are sweet with coconut and vanilla bean, the smoke picks up some savory elements of leather and a bit of earth.""",Medium-Full,"['Robusto', 'Toro', 'Torpedo']",,Honduran,False,No,More Details,Honduras,No,,"Robusto, Toro, Torpedo",No,Cameroon,Rocky Patel Cigars
1361,Rocky Patel Decade CI 20th Anniversary,Rated 4.87 out of 5, Based on 30 Ratings ,"The newest addition to Decade!Rocky Patel Decade has a huge track record, and more awards than you can shake a fist at. With Decade CI 20th Anniversary, Cigars International and Rocky Patel joined forces to bring you a special edition package of Rocky Patel Decade that you won’t soon forget. Crafted in a never before seen 6”x54 toro especial size, this new addition to the Decade line delivers the good in a long, slow burning format that hits all the right notes. Bold nuances of cedar, rich cream, and smooth spice a just a few of the highlights in this ultra-complex gem. Get in line early before the vultures leave nothing but scraps. ​",Medium-Full,['Toro'],Honduran,Honduran,False,No,More Details,Honduras,Yes,,Toro,No,Sumatra,
1362,Rocky Patel Decade Cigars,Rated 4.64 out of 5, Based on 389 Ratings ,"Behold the 95-rated Decade.Featuring a dark Sumatra wrapper, Decade cigars were ​created to commemorate Rocky Patel's 10th Anniversary in the cigar industry. It's hard to believe, considering the top-notch cigars he has produced in the past, but the Decade may very well be his finest blend yet. While Rocky's gone on to created a slew of popular, 90+ rated blends, Decade remains one of his best-selling... and once you try one for yourself, you'll quickly realize why. Rocky Patel Decade is, quite simply, an unforgettable cigar with a smooth, rich, and complex flavor. A testament to how far Rocky has progressed, this cigar is just as good now as it was in its original release, years back. The extremely delicate balance and distinct taste will leave you craving more — to combat these cravings, CI prescribes a minimum dosage of at least 5 Rocky Patel Decades available in your humidor at all time. In addition to a stunning '95' rating, Rocky Patel Decade was named one of Cigar Aficionado's Top 25 Cigars of the Year. The reviewers wrote, ""Oily and pressed with a great draw. The cigar has a rich and creamy texture with distinct notes of black cherry and a nutty finish. Balanced and elegant.""",Medium-Full,"['Corona', 'Gordo', 'Lonsdale', 'Robusto', 'Toro', 'Torpedo']",Nicaraguan,"Honduran, Nicaraguan",False,No,More Details,Honduras,Varies,,"Corona, Gordo, Lonsdale, Robusto, Toro, Torpedo",No,Sumatra,Rocky Patel Cigars
1363,Rocky Patel Edge Square Corojo,Rated 4.5 out of 5, Based on 14 Ratings ,"Pressed with power.Edge Square Corojo is a delicious new(ish) way to enjoy Rocky Patel's 91-powerhouse masterpiece series, The Edge. Edge Square Corojo used to sit on the shelves of every retailer naturally, but then, for whatever reason it disappeared… today, we’re happy to welcome Edge Square Corjo back. Available in a variety of sizes and sharply box-pressed to deliver a bold new array of flavors to your entire palate, Edge Square Corojo takes some of the world's strongest and most flavorful tobaccos and turns them into something tasty for all to enjoy. Sit back and savor a balanced mixture of long-leaf ligero grown in Nicaragua and Honduras, wrapped in a Cuban-esque Corojo leaf. A full-bodied bouquet of bold, hearty flavors, including notes of earth, coffee, and wood are presented in a smooth, balanced fashion, then finished by a naturally sweet spice that lingers long on the aftertaste.",Medium-Full,"['Robusto', 'Toro', 'Torpedo']",,Honduran,False,No,More Details,Honduras,Yes,,"Robusto, Toro, Torpedo",No,Corojo,Rocky Patel Cigars
1364,Rocky Patel Edge Square Maduro,Rated 4.6 out of 5, Based on 5 Ratings ,"Pressed with power.Edge Square Maduro is a delicious new(ish) way to enjoy Rocky Patel's 91-powerhouse masterpiece series, The Edge. Edge Square Maduro used to sit on the shelves of every retailer naturally, but then, for whatever reason it disappeared… today, we’re happy to welcome Edge Square Maduro back. Available in a variety of sizes and sharply box-pressed to deliver a bold new array of flavors to your entire palate, Edge Square Maduro takes some of the world's strongest and most flavorful tobaccos and turns them into something tasty for all to enjoy. Sit back and savor a balanced mixture of long-leaf ligero grown in Nicaragua and Honduras, wrapped in a rich maduro leaf that's dark and oily. A full-bodied bouquet of bold, hearty flavors, including notes of earth, coffee, and wood are presented in a smooth, balanced fashion, then finished by a naturally sweet spice that lingers long on the aftertaste.",Medium-Full,"['Robusto', 'Toro', 'Torpedo']",,Honduran,False,No,More Details,Honduras,Yes,,"Robusto, Toro, Torpedo",No,"Corojo, Maduro",Rocky Patel Cigars
1365,Rocky Patel Edicion Unico,Rated 5 out of 5, Based on 2 Ratings ,"What a winner.Rocky Patel Edicion Unico is a tasty blend that took home top honors at the Honduran Cigar Festival in 2011. The first go-round was released that same year, and due to popular demand, it’s back now and just as good as before. The second production version is identical to the first in that it’s a Honduran puro featuring a Honduran Jamastran wrapper overtop a hearty blend of long-fillers from Jamastran and Talanga Valley ligero. The overall character on each Rocky Patel Edicion Unico is rich and complex, featuring notes of espresso, tobacco, sweetness, and a little bit of spice to keep things interesting. This beauty is a limited edition, and only 1000 boxes of 100 are being produced. My suggestion? Don’t wait around on this award-winning find... chances are if you check back in a few months, this thing'll be permanently written in the history books.",Medium-Full,['Toro'],Honduran,Honduran,False,No,More Details,Honduras,No,,Toro,No,Honduran,Rocky Patel Cigars
1366,Rocky Patel Fifty-Five,Rated 4.89 out of 5, Based on 27 Ratings ,"Fifty-Five is twice as niceThis year, Rocky Patel turned 55! So he celebrated the way any cigar legend would celebrate a milestone birthday. He blended an awesome cigar. Rocky Patel Fifty-Five is a new, top-shelf addition to the boutique Rocky Patel brand. Technically speaking this one’s part of Rocky’s “Artisan” Series, and is made at the company’s factory in Esteli, Nicaragua. Sitting on the top of every Rocky Patel Fifty Five is a gorgeous, reddish-brown Nicaraguan wrapper leaf. Underneath, you’ll find a tasty Costa Rican binder and Nicaraguan long-fillers. You’ll get an awesome mixture of creamy cocoa and cinnamon, with slight oak and pepper on each puff. It’s tough to compare all of Rocky’s awesome cigars, but for my money, this is one of his best blends on the market today. So let’s light one up, and wish Rocky a happy birthday in style. ​",Medium-Full,"['Gordo', 'Presidente', 'Robusto', 'Toro']",Costa Rica,Nicaraguan,False,No,More Details,Nicaragua,No,,"Gordo, Presidente, Robusto, Toro",No,Nicaraguan,Rocky Patel Cigars
1367,Rocky Patel Hamlet 25th Year,Rated 4.7 out of 5, Based on 10 Ratings ,"A quarter century later, they're still great..Working from the Rocky facility in Naples, Florida, expert blender and master cigar roller Hamlet Paredes has been churning out classics for a quarter of a century. To mark that momentous anniversary, Hamlet has cooked up a true masterpiece.The Rocky Patel Hamlet 25th Year is a truly celebratory cigar, marking a career in tobacco that's ready to go down in the history books. With a mellow to medium body, the Rocky Patel Hamlet 25th Year utilizes a deep, rich Ecuadorian Habano wrapper to encase hearty Nicaraguan and Honduran fillers. Hamlet Paredes operates with Cuban quality in mind, so each stick in these boxes is a certified masterpiece. With hints of cedar, coffee, and a little bit of spice on every puff, the answer to the question of “to buy, or not to buy?” should be most obvious. ",Medium,"['Gordo', 'Robusto', 'Salomon', 'Toro']",Pennsylvania Broadleaf,"Honduran, Nicaraguan",False,No,More Details,Nicaragua,No,,"Gordo, Robusto, Salomon, Toro",No,Ecuador Habano,Rocky Patel Cigars
1368,Rocky Patel Hamlet Tabaquero,Rated 4.77 out of 5, Based on 13 Ratings ,"Cuban-esque at its core.Hamlet Paredes was one of Cuba’s most sought after cigar rollers, often traveling internationally to do in-store rolling demonstrations. Rocky Patel aided Hamlet and his family in escaping Cuba and coming to the US, and now Hamlet is releasing his first cigar for Rocky, Tabaquero by Hamlet Paredes.Hamlet had never touched non-Cuban tobacco before working for Rocky at his Burn Lounge in Naples, Florida, and was very excited about the potential for extracting flavor and richness from these new leaves. Tabaquero comes draped in a San Andres wrapper concealing binders from Brazil and Mexico, and Nicaraguan long-filler. Medium-bodied, and containing Cuban-esque richness, flavors abound including spice, cocoa, coffee, pepper, earth, and subtle cream. Hamlet Paredes has received an impressive 90-rating noting: ""Near black and gleaming with oils, this cigar delivers rich, leathery intonations coupled with spice, herbs and a touch of licorice."" ",Medium,"['Corona', 'Perfecto', 'Robusto', 'Salomon', 'Toro']","Brazil, Mexican",Nicaraguan,False,No,More Details,Nicaragua,No,,"Corona, Perfecto, Robusto, Salomon, Toro",No,San Andres,Rocky Patel Cigars
1369,Rocky Patel Imperial,Rated 4.39 out of 5, Based on 23 Ratings ,"Rockys fit for a kingI could stand up here and sing the praises of Rocky Patel all day long, but let’s be real – you know how great this brand is in this day and age. Holder of various 90+ ratings, Top 10 Cigar of the Year awards, and countless blends ranging from the mellow and smooth to the rich and full-bodied, there’s nothing Rocky hasn’t been able to accomplish throughout his years in da biz. That’s what makes today’s featured product so special. Feast your eyes on Rocky Patel Imperial, a small-batch handmade that’s just as delicious as you’d expect from the blender behind Decade, Sun Grown Maduro, and Royale. Medium-bodied, Imperial is a balanced and complex treat, delivering the perfect mixture of sweet and spicy notes throughout its long, cool burn. And here’s the best part: these gems are packaged in economical mazos of 10, meaning you’re not paying for bells, whistles, or fancy packaging. Rocky Patel long-fillers starting at just $40 a bundle? Sign me up! ",Medium,"['Gordo', 'Robusto', 'Torpedo']",,,False,No,More Details,Honduras,No,,"Gordo, Robusto, Torpedo",No,Habano,Rocky Patel Cigars
1370,Rocky Patel ITC Emerald,Rated 4.33 out of 5, Based on 18 Ratings ,"Rocky’s seeing greenBack in the cigar boom of the 90’s a little known lawyer named Rocky Patel broke into the cigar business with his new line of handmades. In the years following, Rocky would drop his original branding and put cigars out under his own name, but like all good things, ITC is back and better than ever. Today, we welcome a whole new blend to this storied line: the ITC Emerald. I’ll shoot you straight, I’m always wary of Candela wrappers. But when a mastermind like Rocky sets his mind to something, you can rest assured it’s going to be great. Featuring the green Candela wrapper leaf that’s so rare nowadays, ITC Emerald delivers a medium to full-bodied profile with loads of earth, black pepper, and toasted woodsy notes balanced out by the grassiness that Candela brings to the table. Give it a shot today, and I’m sure you’ll agree: Emerald is a gem. ",Medium,['Toro'],Honduran,Honduran,False,No,More Details,Honduras,No,,Toro,No,Candela,Rocky Patel Cigars
1371,Rocky Patel ITC Limited Reserve,Rated 4.38 out of 5, Based on 118 Ratings ,"ITC’s smoothestThe original ITC cigars were the blends that put the Rocky Patel name in cigar households across the nation. A few years back, this brand went the way of the Dodo, but now they’re back and just as good as you remember. Besides some cosmetic changes on the band, these are the EXACT cigars you’ve all come to know and love. Maybe you haven’t been around the game long enough to have enjoyed these 20 years ago — if that’s the case, say hello to your new favorite. Made by Rocky Patel in Honduras, this Connecticut wrapped cigar clocks in at a nice medium-body. The silky smooth Ecuadorian wrapper joins a Mexican binder and Honduran and Nicaraguan long-filler. Clip the cap and take a puff, and you’ll find naturally sweet herbal notes and a hint of coffee. Which is great, because this cigar should become your go to with a morning mug o’ joe on the weekends. Priced right with complexity to boot, ITC Limited Reserve deserves immediate attention. ",Medium,"['Churchill', 'Pyramid', 'Robusto']",,Honduran,False,No,More Details,Honduras,Varies,,"Churchill, Pyramid, Robusto",Varies,Ecuador Connecticut,Rocky Patel Cigars
1372,Rocky Patel ITC Super Fuerte Maduro,Rated 4.15 out of 5, Based on 53 Ratings ,"It’s back, baby! ITC Super Fuerte Maduro is here, and cigar fans across the nation are rejoicing. If you’ve done your Cigar History homework, you likely remember this as the original blend that put Rocky Patel on the map all the way back in the 1900s (well, the 90’s, but you get the point). And I’ve got good news for you — this blend hasn’t been tweaked a bit. It’s the same as it always was. And in this case, that means it’s just as rich and mouthwateringly decadent as ever. Hey, if it ain’t broke… Let’s take a quick look at the stats here. Up top, a thick and oily Connecticut Broadleaf maduro wrapper. Underneath, Nicaraguan, Costa Rican, and Honduran long-fillers are blended together in perfect harmony. The result is a dense and thick flavor profile, ripe with chocolate, earth, leather, and a nice kick of black pepper. It’s a cigar that wakes up every taste bud you’ve got available, with droves of flavor coming through on every puff. Don’t sleep on this one — the original release was an absolute monster, and I expect these are going to move just as quickly.  ",Medium-Full,"['Belicoso', 'Gordo', 'Toro']",Nicaraguan,"Costa Rican, Honduran, Nicaraguan",False,No,More Details,Honduras,Yes,,"Belicoso, Gordo, Toro",No,Connecticut Broadleaf,Rocky Patel Cigars
1373,Rocky Patel ITC Super Fuerte Natural,Rated 4.45 out of 5, Based on 31 Ratings ,"92-rated and back in businessRocky Patel ITC Super Fuerte is a brand cigar historians are well aware of. THE cigar that put the Rocky Patel name on the map in the cigar boom of the 1990’s, this Honduran handmade was a fan-favorite across the nation. Not to mention the prestigious 92-rating bestowed upon it. Now, the brand is back in all of its former glory — and there’s no trick up the sleeves. Same blend, same wrapper, same factory… same delicious flavor. In short, the ITC Super Fuerte Natural from Rocky Patel is a beauty. In long? From first sight right down to final puff, this cigar will captivate you. An awe-inspiring blend of long-leaf fillers from Costa Rica, Nicaragua and Honduras work together to generate voluminous clouds of thick, creamy flavor. Rich with hints of chocolate and a buttery smooth finish, this is a blend designed to be enjoyed down to the finger-burning nub. The flavorful Cuban-seed Corojo wrapper finishes this all off. Plus, Rocky ages each cigar to perfection, so they’re ready to enjoy as soon as you receive them. AKA, as soon as the mailman show up it’s time to chow down.  ",Medium,"['Double Corona', 'Robusto']",Nicaraguan,"Costa Rican, Honduran, Nicaraguan",False,No,More Details,Honduras,Yes,,"Double Corona, Robusto",No,Costa Rican,Rocky Patel Cigars
1374,Rocky Patel It's a Boy/Girl,Rated 4.35 out of 5, Based on 34 Ratings ,"After 9 long months....it's time for a cigar.Between the baby classes, your hand being squeezed to a pulp, and all the mood swings, it's finally time to sit back, relax and celebrate your new bundle of joy. Sure you'll be strapped for cash for the rest of your life, but it's worth it right? But before you start panicking about how much college is going to set you back, enjoy a fine handmade from Rocky Patel. Donned with it's a boy or girl bands, these new handmades from Rocky are sure to cap off your special occasion just right. Medium-bodied and draped in a seamless Connecticut wrapper, each cigar dishes out smooth creamy flavors and a pleasant aroma. The beauty here is, It's a Boy/Girl cigars are fairly tame and are perfect whether you're a grizzled vet or a first timer. Having twins? Just to be safe I'd go with two boxes. ",Medium,['Toro'],,Nicaraguan,False,No,More Details,Nicaragua,No,,Toro,No,Connecticut,Rocky Patel Cigars
1375,Rocky Patel LB1,Rated 5 out of 5, Based on 1 Rating ,"Rocky knows Nicaraguan.Rocky Patel might be based in Honduras, but they possess mastery of all types of tobacco. Most connoisseurs know that some of the richest, most flavorful leaf in the world is grown in the black volcanic soils of Nicaragua, due to a high concentration of nutrients not found in any other country. Combine this amazing tobacco with some of the best Honduran leaves available, and you have the base for the newest phenomenal blend from Rocky Patel.Weighing in at a smooth medium-body, the blend starts with fillers grown in Condega and Esteli Nicaragua on Patel’s own farms. A heavy ligero from the Jamastran Valley in Honduras is added for character, and it’s all tied together with a gorgeous Ecuador Connecticut wrapper. You can expect notes of earth, toast, leather, and coffee, for a taste that’s welcome at any time of day. Rocky Patel has another instant classic with the LB1, so grab a box and try it out today!",Medium,"['Churchill', 'Corona Gordo', 'Gordo', 'Robusto', 'Toro']",Honduran,"Honduran, Nicaraguan",False,False,More Details,Honduras,No,,"Churchill, Corona Gordo, Gordo, Robusto, Toro",No,Ecuador Habano,Rocky Patel Cigars
1376,Rocky Patel Nording,Rated 4.5 out of 5, Based on 2 Ratings ,"This one is for you Erik Nording.Chances are you recognize the Nording name from the world of pipes, but maybe not. Either way, Erik Nording has been one of the world's premiere pipe craftsman for the past 50 years. With a renowned reputation that stretches to all corners of the globe, his pipe designs only seem to get better with each passing day. But Erik Nording isn't just a pipe guy either, he's a true lover of the leaf. Wanting to create his own exclusive cigar, it's no surprise that he turned to Rocky Patel, one of the best cigar makers in the world.Carefully crafted in Honduras, each Nording comes cloaked in an oily and dark brown Nicaraguan Colorado wrapper. This extraordinary leaf conceals a rich bouquet of Nicaraguan long-fillers, blended to achieve Erik Nording's ideal flavor and strength. Each puff reveals smooth and cool flavor, imparting notes of toast, leather, tobacco and spicy-sweet undertones. Medium to full in body, but so smooth you might not notice, Nording cigars are sure to satisfy enthusiasts and novices alike. A fine collaboration between two men who know their craft well, err scratch that extremely well, Nording cigars are a must-try.Great news! Nording received a well-deserved 90-rating noting: """"Topped with a tightly-wound pigtail, this dark, oily cigar draws evenly and consistently, bringing steady notes of cedar, coffee and toasty to the palate. A touch of acidity lingers on the finish """,Medium-Full,"['Gordo', 'Robusto', 'Toro']",,"Dominican, Nicaraguan",False,No,More Details,Honduras,No,,"Gordo, Robusto, Toro",No,Nicaraguan,Rocky Patel Cigars
1377,Rocky Patel Nording 50th Anniversary,Rated 4.67 out of 5, Based on 3 Ratings ,"The big 5-0.Nowadays, it's not easy turning 50. Especially when you account for all the humiliating cards and relentless ribbing of jokes that start to pile up. But in the case of the Nording 50th, Erik Nording should be pretty darn pleased. Capping off 50-years of hard work and success in the pipe industry, enter the Nording 50th Anniversary cigar by Rocky Patel.After teaming up with Rocky on his previous endeavor titled, Nording, it seemed only natural the two would once again meet for this special-edition cigar. Each 50th Anniversary is carefully crafted in Nicaragua into a gorgeous 6"" x 54 toro. This generous size delivers a medium to full-bodied profile, and produces a rich well-balanced array of savory flavors, greeting the senses with hints of spice, pepper, nutmeg, coffee and a naturally sweet finish. This complex bouquet, is the result of a dark brown Ecuadorian Habano wrapper draped over a bold core of aged Nicaraguan long-fillers. Masterfully blended for a master, by a master, that's the Nording 50th cigar.",Medium-Full,['Toro'],,Nicaraguan,False,No,More Details,Nicaragua,No,,Toro,No,Ecuador Habano,Rocky Patel Cigars
1378,Rocky Patel Number 6,Rated 4.5 out of 5, Based on 28 Ratings ,"What’s in a name?Rocky Patel works hard on all of his releases to make sure they’re the best they can possibly be, and this latest release is no exception. When producing a new cigar, blenders will typically make several different slightly tweaked versions of the same blend before they settle on a final recipe. When the smoke had cleared from all of the product testing on this newest Rocky creation, it was blend number 6 that stood out as being the best. They had the perfect blend, all they needed was the perfect name. A few ideas were floated but nothing seemed to stand out to Rocky, so he decided simply to name it after the test blend number, and so the Rocky Patel Number 6 was born. Nish Patel describes the flavor of this beauty as having a lot of sweetness, and accurately boasts that it’s totally unlike anything else they’ve released to date. Up top is a Corojo wrapper grown in Honduras, concealing the finest leaves from Rocky’s own farms. The profile is held down by a unique honey note, overtop layers of vanilla, coffee, earth, and bread. The Patels spare no expense in creating only the best cigars, and you’ll undoubtedly agree when you light up a Rocky Patel Number 6. Oh, hey! Looks like Rocky Patel's Number 6 just got a 93-rating with the talking heads noting: ""...the excellent draw produces dense, luxurious smoke layered with vanilla, caramel, orange peel, black pepper and cocoa bean before the spicy, nutty finish.""",Medium,"['Churchill', 'Corona Gordo', 'Gordo', 'Robusto', 'Toro']",Honduran,"Honduran, Nicaraguan",False,False,More Details,Honduras,No,,"Churchill, Corona Gordo, Gordo, Robusto, Toro",No,Honduran,Rocky Patel Cigars
1379,Rocky Patel Olde World Reserve,Rated 4.6 out of 5, Based on 40 Ratings ,"A decade old best-sellerTen years after its original release, Olde World Reserve returns to the world of premium cigars… and we can’t wait to greet it. One of the blends most responsible for Rocky Patel’s success, why this cigar ever disappeared is a mystery to all of us. But we don’t need to reminiscence or wonder why here, we can just soak in the goodness that is Olde World Reserve and rejoice. Offered up in two distinct wrappers, first up is the Maduro. Handrolled at Rocky’s Tavicusa factory in Esteli, Nicaragua, this bold and powerful blend weighs in around a medium to full-bodied profile, delivering classic Nicaraguan flavors of pepper, earth, and natural tobacco sweetness. For the Corojo, Rocky’s producing the cigar in the Paraiso factory in Danli, Honduras. The stick is more of a medium-bodied beast, with a lot more sweetness than spice. Toasting the foot, you’ll find a rich, woodsy core, complemented by the natural sweetness of the Corojo leaf. Whichever wrapper you go for, you’re in for a winner here — so what are you waiting for? Welcome Olde World to the new world today, and secure yourself a handful most ricky-tick. Good news! The Rocky Patel Olde World Reserve Maduro has earned a 91-point rating, noting ""Light touches of earth and black pepper usher in a richer, sweeter smoke profoundly redolent of cocoa powder. The salted caramel finish adds some refinement.""Olde World Reserve Corojo has also received a 90-point rating, noting: ""This large, box-pressed cigar smokes well, with toasty notes of wood and graham cracker as well as a hint of chocolate. The finish is sweet.""",Medium,"['Gordo', 'Robusto', 'Toro']","Honduran, Nicaraguan",Nicaraguan,False,No,More Details,"Honduras, Nicaragua",Yes,,"Gordo, Robusto, Toro",No,"Corojo, Costa Rican",Rocky Patel Cigars
